destacado,ccaa,provincia,municipio,mostrar,id,nombre,codigo_ine,titularidad,doble_titu,fin,uso,descripcion,direccion,latitud,longitud,coor_google,foto_1,fuente_1,foto_2,fuente_2,foto_3,fuente_3,participante,anadido
,Castilla-La Mancha,Ciudad Real,Ciudad Real,false,1303401,El Reino de Don Quijote,13034,Privada,true,Comercial/ocio,Uso parcial,"Localizado gracias a <i>Ruinas Modernas. Una topografía de lucro</i>, de Julia Schulz-Dornburg, y a la base de datos en <a href=""https://github.com/cadaveresinmob"" target=""_blank"">GitHub</a> de la antigua web Cadáveres inmobiliarios. El macroproyecto El Reino de Don Quijote fue declarado de Interés municipal por el Ayuntamiento de Ciudad Real y Regional por la Junta de Castilla-La Mancha. Entre los promotores estaba la antigua Caja Castilla-La Mancha, pero también Iberdrola o Avantis. De todo el proyecto se construyó un campo de golf y un lago. Fuentes del consistorio confirman que parte de los terrenos, correspondientes al monte (unas 400 hectáreas), fueron adquiridos en 2022 para ampliar el parque La Atalaya, tal y como informaba <a href=""https://www.latribunadeciudadreal.es/Noticia/Z7ABEC050-01F7-C929-F64BBDEA782EE880/202211/El-Reino-de-Don-Quijote-desde-La-Atalaya"" target=""_blank""><i>La Tribuna de Ciudad Real</i></a>. No obstante, aún se desconoce qué ocurrirá con la parte que quedó parcialmente urbanizada, aunque hay empresas interesadas en adquirirlas.","P-2112, 13005",39.0291581,-3.916068,"https://www.google.com/maps/@39.0291581,-3.9114279,3a,75y,20.38h,94.26t/data=!3m7!1e1!3m5!1sGic0n4e3BEuYI750X_uZeQ!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DGic0n4e3BEuYI750X_uZeQ%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D212.06734%26pitch%3D0%26thumbfov%3D100!7i13312!8i6657",https://rtve.es/contenidos/fotos/datos/2023/hormigon/ciudadreal_1.jpg,Documentación Centro Territorial RTVE Castilla-La Mancha,https://rtve.es/contenidos/fotos/datos/2023/hormigon/ciudadreal_12.jpg,Documentación Centro Territorial RTVE Castilla-La Mancha,https://rtve.es/contenidos/fotos/datos/2023/hormigon/ciudadreal_13.jpg,Documentación Centro Territorial RTVE Castilla-La Mancha,"<i>Ruinas Modernas. Una topografía de lucro<i>, de Julia Schulz-Dornburg",Previo al lanzamiento del proyecto
,Castilla-La Mancha,Ciudad Real,Ciudad Real,false,1303401,El Reino de Don Quijote,13034,Privada,true,Deportivo,Uso parcial,"Localizado gracias a <i>Ruinas Modernas. Una topografía de lucro</i>, de Julia Schulz-Dornburg, y a la base de datos en <a href=""https://github.com/cadaveresinmob"" target=""_blank"">GitHub</a> de la antigua web Cadáveres inmobiliarios. El macroproyecto El Reino de Don Quijote fue declarado de Interés municipal por el Ayuntamiento de Ciudad Real y Regional por la Junta de Castilla-La Mancha. Entre los promotores estaba la antigua Caja Castilla-La Mancha, pero también Iberdrola o Avantis. De todo el proyecto se construyó un campo de golf y un lago. Fuentes del consistorio confirman que parte de los terrenos, correspondientes al monte (unas 400 hectáreas), fueron adquiridos en 2022 para ampliar el parque La Atalaya, tal y como informaba <a href=""https://www.latribunadeciudadreal.es/Noticia/Z7ABEC050-01F7-C929-F64BBDEA782EE880/202211/El-Reino-de-Don-Quijote-desde-La-Atalaya"" target=""_blank""><i>La Tribuna de Ciudad Real</i></a>. No obstante, aún se desconoce qué ocurrirá con la parte que quedó parcialmente urbanizada, aunque hay empresas interesadas en adquirirlas.","P-2112, 13005",39.0291581,-3.916068,"https://www.google.com/maps/@39.0291581,-3.9114279,3a,75y,20.38h,94.26t/data=!3m7!1e1!3m5!1sGic0n4e3BEuYI750X_uZeQ!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DGic0n4e3BEuYI750X_uZeQ%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D212.06734%26pitch%3D0%26thumbfov%3D100!7i13312!8i6657",https://rtve.es/contenidos/fotos/datos/2023/hormigon/ciudadreal_1.jpg,Documentación Centro Territorial RTVE Castilla-La Mancha,https://rtve.es/contenidos/fotos/datos/2023/hormigon/ciudadreal_12.jpg,Documentación Centro Territorial RTVE Castilla-La Mancha,https://rtve.es/contenidos/fotos/datos/2023/hormigon/ciudadreal_13.jpg,Documentación Centro Territorial RTVE Castilla-La Mancha,"<i>Ruinas Modernas. Una topografía de lucro<i>, de Julia Schulz-Dornburg",Previo al lanzamiento del proyecto
,Castilla-La Mancha,Ciudad Real,Ciudad Real,false,1303401,El Reino de Don Quijote,13034,Privada,true,Residencial,Uso parcial,"Localizado gracias a <i>Ruinas Modernas. Una topografía de lucro</i>, de Julia Schulz-Dornburg, y a la base de datos en <a href=""https://github.com/cadaveresinmob"" target=""_blank"">GitHub</a> de la antigua web Cadáveres inmobiliarios. El macroproyecto El Reino de Don Quijote fue declarado de Interés municipal por el Ayuntamiento de Ciudad Real y Regional por la Junta de Castilla-La Mancha. Entre los promotores estaba la antigua Caja Castilla-La Mancha, pero también Iberdrola o Avantis. De todo el proyecto se construyó un campo de golf y un lago. Fuentes del consistorio confirman que parte de los terrenos, correspondientes al monte (unas 400 hectáreas), fueron adquiridos en 2022 para ampliar el parque La Atalaya, tal y como informaba <a href=""https://www.latribunadeciudadreal.es/Noticia/Z7ABEC050-01F7-C929-F64BBDEA782EE880/202211/El-Reino-de-Don-Quijote-desde-La-Atalaya"" target=""_blank""><i>La Tribuna de Ciudad Real</i></a>. No obstante, aún se desconoce qué ocurrirá con la parte que quedó parcialmente urbanizada, aunque hay empresas interesadas en adquirirlas.","P-2112, 13005",39.0291581,-3.916068,"https://www.google.com/maps/@39.0291581,-3.9114279,3a,75y,20.38h,94.26t/data=!3m7!1e1!3m5!1sGic0n4e3BEuYI750X_uZeQ!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DGic0n4e3BEuYI750X_uZeQ%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D212.06734%26pitch%3D0%26thumbfov%3D100!7i13312!8i6657",https://rtve.es/contenidos/fotos/datos/2023/hormigon/ciudadreal_1.jpg,Documentación Centro Territorial RTVE Castilla-La Mancha,https://rtve.es/contenidos/fotos/datos/2023/hormigon/ciudadreal_12.jpg,Documentación Centro Territorial RTVE Castilla-La Mancha,https://rtve.es/contenidos/fotos/datos/2023/hormigon/ciudadreal_13.jpg,Documentación Centro Territorial RTVE Castilla-La Mancha,"<i>Ruinas Modernas. Una topografía de lucro<i>, de Julia Schulz-Dornburg",Previo al lanzamiento del proyecto
,Castilla-La Mancha,Ciudad Real,Ciudad Real,false,1303401,El Reino de Don Quijote,13034,Privada,true,Residencial turístico/hotelero,Uso parcial,"Localizado gracias a <i>Ruinas Modernas. Una topografía de lucro</i>, de Julia Schulz-Dornburg, y a la base de datos en <a href=""https://github.com/cadaveresinmob"" target=""_blank"">GitHub</a> de la antigua web Cadáveres inmobiliarios. El macroproyecto El Reino de Don Quijote fue declarado de Interés municipal por el Ayuntamiento de Ciudad Real y Regional por la Junta de Castilla-La Mancha. Entre los promotores estaba la antigua Caja Castilla-La Mancha, pero también Iberdrola o Avantis. De todo el proyecto se construyó un campo de golf y un lago. Fuentes del consistorio confirman que parte de los terrenos, correspondientes al monte (unas 400 hectáreas), fueron adquiridos en 2022 para ampliar el parque La Atalaya, tal y como informaba <a href=""https://www.latribunadeciudadreal.es/Noticia/Z7ABEC050-01F7-C929-F64BBDEA782EE880/202211/El-Reino-de-Don-Quijote-desde-La-Atalaya"" target=""_blank""><i>La Tribuna de Ciudad Real</i></a>. No obstante, aún se desconoce qué ocurrirá con la parte que quedó parcialmente urbanizada, aunque hay empresas interesadas en adquirirlas.","P-2112, 13005",39.0291581,-3.916068,"https://www.google.com/maps/@39.0291581,-3.9114279,3a,75y,20.38h,94.26t/data=!3m7!1e1!3m5!1sGic0n4e3BEuYI750X_uZeQ!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DGic0n4e3BEuYI750X_uZeQ%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D212.06734%26pitch%3D0%26thumbfov%3D100!7i13312!8i6657",https://rtve.es/contenidos/fotos/datos/2023/hormigon/ciudadreal_1.jpg,Documentación Centro Territorial RTVE Castilla-La Mancha,https://rtve.es/contenidos/fotos/datos/2023/hormigon/ciudadreal_12.jpg,Documentación Centro Territorial RTVE Castilla-La Mancha,https://rtve.es/contenidos/fotos/datos/2023/hormigon/ciudadreal_13.jpg,Documentación Centro Territorial RTVE Castilla-La Mancha,"<i>Ruinas Modernas. Una topografía de lucro<i>, de Julia Schulz-Dornburg",Previo al lanzamiento del proyecto
,Comunidad de Madrid,Comunidad de Madrid,Ciempozuelos,true,2804001,Esqueleto de Ciempozuelos,28040,Privada,false,Residencial,Sin uso,"<strong>DEMOLIDO (19/10/2023)</strong>. El <a href=""https://ayto-ciempozuelos.org/index.php/2023/03/06/el-esqueleto-desaparecera-del-skyline-de-ciempozuelos/"" target=""_blank"">Ayuntamiento de Ciempozuelos</a> explica que el edificio se levantó en 1974 y estaba destinado a la construcción de viviendas. A principios de marzo se anunció que iba a ser derribado y, <a href=""https://ayto-ciempozuelos.org/index.php/2023/05/24/el-ayuntamiento-de-ciempozuelos-pospone-la-demolicion-del-esqueleto-a-pesar-de-los-informes-favorables-de-la-consejeria-de-medioambiente-tras-haber-pedido-opinion-a-expertos-sobre-lo/"" target=""_blank"">según la última información del consistorio</a>, será demolido previsiblemente después del verano, tras las reclamaciones de los vecinos, que pedían no hacerlo por los nidos de vencejos que se han asentado en la estructura.","Camino de Valdinojos 2, 28350",40.152588,-3.6160848,"https://www.google.com/maps/@40.152588,-3.6160848,3a,75y,145.72h,94.92t/data=!3m7!1e1!3m5!1sFU7vPNmEPQiE-YTVjhY7cg!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DFU7vPNmEPQiE-YTVjhY7cg%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D197.43346%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192",https://rtve.es/contenidos/fotos/datos/2023/hormigon/ciempozuelos_1.jpg,Isabel Trujillo,https://rtve.es/contenidos/fotos/datos/2023/hormigon/ciempozuelos_12.jpg,Isabel Trujillo,,,Pelayo Prieto,Previo al lanzamiento del proyecto
,Cataluña,Girona,Olot,true,1711401,Esqueleto en Bordils,17114,Privada,false,Residencial,Sin uso,"La Unidad Informativa de Girona de RTVE informa de que se trata de otro ejemplo de edificación que lleva parado desde la crisis económica. En la actualidad es propiedad de un banco. Las imágenes de Google Maps, de agosto de 2018, muestran que lleva completamente parado desde 2015. Por el momento no se ha obtenido más información.","Camí de les Bruixes 150, 17800",42.1910716,2.4994073,"https://www.google.com/maps/@42.1910716,2.4994073,3a,75y,355.86h,94.64t/data=!3m6!1e1!3m4!1stSBpdbJqmIYFxCib9Cl-eA!2e0!7i16384!8i8192",https://rtve.es/contenidos/fotos/datos/2023/hormigon/construccion_sinfoto2.png,,,,,,Centro Territorial RTVE Cataluña (Unidad informativa Girona),Previo al lanzamiento del proyecto
,Comunidad Valenciana,Alicante,El Campello,true,0305001,Esqueleto en El Campello,03050,Privada,false,Residencial,Sin uso,"Fuentes consultadas a DatosRTVE indican que se trata de una construcción que data de 1980 y que fue planteada como un bloque de apartamentos ubicado en la zona de Coveta Fumá, en el cabo Morro Blanc. Al parecer lleva abandonada desde entonces y solo se llegó a terminar la estructura. <a href=""https://www.informacion.es/alacanti/2008/08/03/vecinos-denuncian-irregularidades-obras-edificio-7472529.html"" target=""_blank"">El periódico digital <i>Información</i></a> explicaba en 2008 que en ese año se retomaron las obras pese a que los residentes denunciaban que la infraestructura carecía de permiso de Costas. Las imágenes más recientes son de Google Maps, de julio de 2019. Desde el consistorio explican que, al tratarse de una promoción privada de viviendas, desconocen cuándo se prevé acabarlas; la antigua inmobiliaria que lo gestionaba asegura a DatosRTVE que ya no está en su poder ""desde hace tiempo"".","Calle Reus 33, 03560",38.4468497,-0.3657336,"https://www.google.com/maps/@38.4468497,-0.3657336,3a,75y,125.57h,87.13t/data=!3m6!1e1!3m4!1smCK32FktANFygLbboqpIHg!2e0!7i13312!8i6656?entry=ttu",https://rtve.es/contenidos/fotos/datos/2023/hormigon/construccion_sinfoto2.png,,,,,,Alfredo Ramón,16/06/2023
,Andalucía,Málaga,Málaga,true,2906701,Esqueleto en Málaga,29067,Privada,false,Residencial,Sin uso,"El histórico de imágenes de Google Maps, que se inició en septiembre de 2008, muestra que desde enero de 2014 la estructura sigue en pie sin acabar. Un cartel en las inmediaciones indica que los terrenos son propiedad de la empresa Verteco S.L., Verificación Técnica de Obras S.L. Por el momento no se ha obtenido más información sobre este edificio.","Carretera Campo de Golf 28, 29004",36.6591868,-4.4717749,"https://www.google.es/maps/@36.6591868,-4.4717749,3a,75y,151.91h,87.77t/data=!3m6!1e1!3m4!1s_Me-Udslx7Z8HQhIHC4oXw!2e0!7i16384!8i8192?hl=es",https://rtve.es/contenidos/fotos/datos/2023/hormigon/malaga_1.jpg,,https://rtve.es/contenidos/fotos/datos/2023/hormigon/malaga_12.jpg,,,,Borja Díaz-Merry,Previo al lanzamiento del proyecto
,Galicia,Lugo,San Cibrao (Cervo),true,2701301,Esqueleto en San Cibrao,27013,Privada,false,Residencial,Sin uso,"La construcción de este edificio se detuvo porque en la propia obra se encontraron restos de un castro celta. Vecinas de la zona afirman que este caso es ""especialmente sangrante porque se encuentra al lado del faro y genera un rechazo paisajístico brutal"". Según apuntan distintas fuentes, la empresa a la que se le adjudicó el proyecto se declaró en bancarrota y, además, no pueden seguir construyendo porque debajo está el castro. En las imágenes de Google Maps, de noviembre de 2009, se observa la presencia de otra construcción a medio terminar, la cual comenzó a ser derribada en febrero de 2023, según recoge <a href=""https://www.elprogreso.es/articulo/a-marina/cominezan/202302082025461638616.html"" target=""_blank""><i>El Progreso</i></a>. Ese mismo medio apunta a que este esqueleto también será demolido en los próximos meses para crear el primer centro arqueológico de A Mariña y un aparcamiento.","Carretera de San Cibrao, Carretera Faro, 27890",43.7002644,-7.4370237,"https://www.google.es/maps/@43.7002644,-7.4370237,3a,75y,247.36h,89.94t/data=!3m6!1e1!3m4!1soBbFIrauPKV8azMvVgrbkQ!2e0!7i13312!8i6656",https://rtve.es/contenidos/fotos/datos/2023/hormigon/sancibrao_1.jpg,,https://rtve.es/contenidos/fotos/datos/2023/hormigon/sancibrao_12.jpg,,,,Lucía Casas,Previo al lanzamiento del proyecto
,Andalucía,Sevilla,Sevilla,true,4109101,Esqueleto Sevilla Este,41091,Pública,false,Comercial/ocio,Sin uso,"Según informa <a href=""https://www.diariodesevilla.es/sevilla/Junta-subasta-esqueleto-Sevilla-Este-palacio-Congresos-AVRA_0_1804620356.html"" target=""_blank""><i>Diario de Sevilla</i></a>, la Junta de Andalucía, a través de la <a href=""https://www.juntadeandalucia.es/avra/opencms/areas/Suelo-garajes-trasteros/noticias/Noticias-2023/20230622_SUELO_SUBASTA_SEVILLA.html"" target=""_blank"">Agencia de Vivienda y Rehabilitación de Andalucía (AVRA)</a>, vuelve a poner por cuarta vez a la venta esta parcela frente al FIBES, el Palacio de Congresos de la capital. También se le conoce como Aurea Baelo, nombre de la empresa constructora que se encargó del proyecto hasta que este quedó paralizado por la crisis económica en 2008. Iba a albergar un complejo de oficinas, aunque AVRA asegura que la estructura puede destinarse ""a actividades comerciales, financieras, hoteleras o administrativas"". Las imágenes más recientes son de marzo de 2023, de Google Maps.","Avenida Alcalde Luis Uruñuela, 41020",37.4046471,-5.9288387,"https://www.google.com/maps/@37.4046471,-5.9288387,3a,75y,54.18h,95.74t/data=!3m6!1e1!3m4!1smM0Q_lBaKHISxik5TtTIzQ!2e0!7i16384!8i8192?entry=ttu",https://rtve.es/contenidos/fotos/datos/2023/hormigon/sevilla_1.jpg,AVRA Junta Andalucía,,,,,Saskia Pineda,23/03/2023
,Aragón,Zaragoza,La Muela,true,5018203,Esqueletos en Zaragoza Golf,50182,Privada,false,Residencial,Sin uso,"<a href=""https://www.google.com/maps/@41.6106775,-1.0699361,3a,67.9y,101.02h,89.24t/data=!3m6!1e1!3m4!1slmv2m7JoXa9YdauH43wtGg!2e0!7i16384!8i8192?entry=ttu"" target=""_blank"">El esqueleto es visible desde la autovía A-2</a>. Las imágenes más recientes de Google Maps son de marzo de 2023 y permiten observar que no se han producido cambios en la estructura desde 2011. No obstante, en esos diez años sí que se han construido otras viviendas por la zona. Por el momento no se conocen más detalles.","Ciudad Zaragoza Golf, 50196",41.609716,-1.066970,"https://www.google.com/maps/@41.6093542,-1.0672285,3a,75y,83.89h,83.73t/data=!3m6!1e1!3m4!1sC1rKVNKYG_uYb39ItFOUwQ!2e0!7i16384!8i8192?entry=ttu",https://rtve.es/contenidos/fotos/datos/2023/hormigon/lamuela_2.jpg,Antía Reino,,,,,DatosRTVE,16/06/2023
,Aragón,Zaragoza,La Muela,true,5018206,Estructura abandonada,50182,Privada,false,Residencial,Sin uso,"El edificio, de dos plantas, está sin acabar desde 2011, o al menos eso revelan las imágenes de Google Maps. En los últimos diez años parece que no se ha avanzado con las obras y la vegetación se ha abierto paso en algunas zonas.","Ciudad Zaragoza Golf, 50197",41.6116216,-1.0551445,"https://www.google.com/maps/@41.6116216,-1.0551445,3a,75y,322.2h,96.69t/data=!3m6!1e1!3m4!1sZzUrwztWOz3h-B67IOY8Zw!2e0!7i13312!8i6656?entry=ttu",https://rtve.es/contenidos/fotos/datos/2023/hormigon/lamuela_7.jpg,,,,,,VerificaRTVE,30/03/2023
,Región de Murcia,Región de Murcia,Lamparillas (Fortuna),true,3002001,Fortuna Hill Nature and Residential Golf Resort,30020,Privada,false,Residencial,Sin uso,"Localizado gracias a <i>Ruinas Modernas. Una topografía de lucro</i>, de Julia Schulz-Dornburg. En varios portales web se ofertan estas viviendas unifamiliares y aseguran que el porcentaje de obra ejecutada es del 50%. En <a href=""https://murciaeconomia.com/art/8778/el-promotor-de-la-urbanizacion-fortuna-hill-entra-en-liquidacion"" target=""_blank""><i>MurciaEconomía</i></a> explicaban en 2012 que, después de que Eurohouse 2010 (filial del grupo inmobiliario San Antonio y promotora del proyecto Fortuna Hill Nature and Residential Golf Resort) aprobara el convenio que ponía fin a su concurso de acreedores, la empresa acabó presentando una solicitud de liquidación. Desde el Ayuntamiento de Fortuna confirman que la urbanización está igual que como se dejó, a medio construir.","Partida Amparillas 3, 30628",38.1493106,-1.110425,"https://www.google.com/maps/@38.1493106,-1.110425,3a,60y,56.46h,91.83t/data=!3m7!1e1!3m5!1sz7wjmkXeG8J6gp2NQ_piWw!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3Dz7wjmkXeG8J6gp2NQ_piWw%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D172.44353%26pitch%3D0%26thumbfov%3D100!7i13312!8i6656",https://rtve.es/contenidos/fotos/datos/2023/hormigon/lamparillas_1.jpg,Archivo Ayuntamiento Fortuna,https://rtve.es/contenidos/fotos/datos/2023/hormigon/lamparillas_12.jpg,Archivo Ayuntamiento Fortuna,https://rtve.es/contenidos/fotos/datos/2023/hormigon/lamparillas_13.jpg,Archivo Ayuntamiento Fortuna,"<i>Ruinas Modernas. Una topografía de lucro<i>, de Julia Schulz-Dornburg",Previo al lanzamiento del proyecto
